Aircraft,Registration,Base,FlightNo,Day,From,To,DepTime,ArrTime,BlockHrs,Notes
A321-11,BL-ABK,SCI,AB202,Mon,NVA,SCI,16:00,21:45,5.75,Novalia (Alessandria) daily return — same-day turn
A321-11,BL-ABK,SCI,AB201,Tue,SCI,NVA,09:00,14:45,5.75,Novalia (Alessandria) daily — medium-haul
A321-11,BL-ABK,SCI,AB202,Tue,NVA,SCI,16:00,21:45,5.75,Novalia (Alessandria) daily return — same-day turn
A321-11,BL-ABK,SCI,AB201,Wed,SCI,NVA,09:00,14:45,5.75,Novalia (Alessandria) daily — medium-haul
A321-11,BL-ABK,SCI,AB202,Wed,NVA,SCI,16:00,21:45,5.75,Novalia (Alessandria) daily return — same-day turn
A321-11,BL-ABK,SCI,AB201,Thu,SCI,NVA,09:00,14:45,5.75,Novalia (Alessandria) daily — medium-haul
A321-11,BL-ABK,SCI,AB202,Thu,NVA,SCI,16:00,21:45,5.75,Novalia (Alessandria) daily return — same-day turn
A321-11,BL-ABK,SCI,AB201,Fri,SCI,NVA,09:00,14:45,5.75,Novalia (Alessandria) daily — medium-haul
A321-11,BL-ABK,SCI,AB202,Fri,NVA,SCI,16:00,21:45,5.75,Novalia (Alessandria) daily return — same-day turn
A321-11,BL-ABK,SCI,AB201,Sat,SCI,NVA,09:00,14:45,5.75,Novalia (Alessandria) daily — medium-haul
A321-11,BL-ABK,SCI,AB202,Sat,NVA,SCI,16:00,21:45,5.75,Novalia (Alessandria) daily return — same-day turn
A321-11,BL-ABK,SCI,AB201,Sun,SCI,NVA,09:00,14:45,5.75,Novalia (Alessandria) daily — medium-haul
A321-11,BL-ABK,SCI,AB202,Sun,NVA,SCI,16:00,21:45,5.75,Novalia (Alessandria) daily return — same-day turn
A321-12,BL-ABL,SBT,AB381,Mon,SBT,CAS,08:00,14:00,6.0,Castejón daily — morning departure from SBT
A321-12,BL-ABL,SBT,AB382,Mon,CAS,SBT,15:00,21:00,6.0,"Castejón daily — afternoon return, same-day turn"
A321-12,BL-ABL,SBT,AB381,Tue,SBT,CAS,08:00,14:00,6.0,Castejón daily — morning departure from SBT
A321-12,BL-ABL,SBT,AB382,Tue,CAS,SBT,15:00,21:00,6.0,"Castejón daily — afternoon return, same-day turn"
A321-12,BL-ABL,SBT,AB381,Wed,SBT,CAS,08:00,14:00,6.0,Castejón daily — morning departure from SBT
A321-12,BL-ABL,SBT,AB382,Wed,CAS,SBT,15:00,21:00,6.0,"Castejón daily — afternoon return, same-day turn"
A321-12,BL-ABL,SBT,AB381,Thu,SBT,CAS,08:00,14:00,6.0,Castejón daily — morning departure from SBT
A321-12,BL-ABL,SBT,AB382,Thu,CAS,SBT,15:00,21:00,6.0,"Castejón daily — afternoon return, same-day turn"
A321-12,BL-ABL,SBT,AB381,Fri,SBT,CAS,08:00,14:00,6.0,Castejón daily — morning departure from SBT
A321-12,BL-ABL,SBT,AB382,Fri,CAS,SBT,15:00,21:00,6.0,"Castejón daily — afternoon return, same-day turn"
A321-12,BL-ABL,SBT,AB381,Sat,SBT,CAS,08:00,14:00,6.0,Castejón daily — morning departure from SBT
A321-12,BL-ABL,SBT,AB382,Sat,CAS,SBT,15:00,21:00,6.0,"Castejón daily — afternoon return, same-day turn"
A321-12,BL-ABL,SBT,AB381,Sun,SBT,CAS,08:00,14:00,6.0,Castejón daily — morning departure from SBT
A321-12,BL-ABL,SBT,AB382,Sun,CAS,SBT,15:00,21:00,6.0,"Castejón daily — afternoon return, same-day turn"
